caseidx,i11,caseidX,regionX,districtX,pov_likelihood,motherTogether,noReligion,female,spouseTogether,ageMarried,needToCOVID,unableToCOVID,unableCall7days,unableTrans7days,ct1a0,ct1b0,ct2a0,ct2b0,totExp7days,threatenPartner,hitPartner,logk10,severe_distress,tiredCOVID,awareofCOVID0,trustgovtCOVIDNos0,m110,m120,m130,m140,bd10,bd20,bd30,female0,akan0,married0,ageYrs0,jhs0,hhsize0,selfEmploy0,informal0,incomegrp0,self_hseWork0,Trt
56806,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",56806,Ashanti,628,4.3000002,0,0,0,1,19,1,1,0,0,10,10,0,0,380,1,1,2.4849067,0,0,1,4,1,4,4,4,,,,0,0,1,46,1,9,1,1,1,0,0
56809,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",56809,Ashanti,628,4.3000002,0,0,0,1,22,0,0,0,0,20,10,0,0,280,1,1,2.8332133,0,0,1,4,1,5,2,5,,,,0,1,1,69,1,10,1,1,1,0,0
56814,"Food insecurity[i.e., lack of consistent access to enough food going forward]",56814,Ashanti,628,.30000001,0,0,0,1,22,1,0,0,0,25,10,0,0,670,1,1,2.3978953,0,0,1,4,1,4,3,3,,,,0,0,1,48,1,5,0,0,3,0,1
56907,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",56907,Ashanti,628,11.7,0,0,0,1,28,1,0,0,0,8,5,0,0,150,1,1,2.5649493,0,0,1,4,1,3,5,5,,,,0,0,1,60,1,7,1,1,1,0,2
57010,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",57010,Ashanti,628,7.1999998,0,0,0,1,30,1,1,0,0,20,35,0,0,320,1,1,2.9444389,0,0,1,4,1,4,2,2,,,,0,0,1,39,0,8,1,1,2,0,1
57115,"Food insecurity[i.e., lack of consistent access to enough food going forward]",57115,Ashanti,628,1.1,0,0,0,1,28,1,1,1,1,5,6,2,6,0,1,1,3.4965076,1,1,1,3,1,3,1,1,,,,0,0,1,28,0,4,1,1,1,0,2
57315,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",57315,Ashanti,601,19.6,0,0,0,1,19,1,1,1,1,20,10,0,0,725,1,1,3.1354942,0,1,1,4,2,4,2,3,,,,0,0,1,42,1,4,1,1,2,0,2
57501,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",57501,Ashanti,602,63.799999,0,0,0,1,20,1,1,1,1,7,5,0,0,140,2,1,2.8332133,0,0,1,4,2,3,3,3,,,,0,1,0,35,1,8,1,1,1,0,0
57612,"Food insecurity[i.e., lack of consistent access to enough food going forward]",57612,Ashanti,602,7.1999998,0,0,0,1,21,1,0,1,1,0,0,0,0,1000,1,1,3.0445225,0,0,1,4,1,2,2,2,,,,0,1,1,44,1,8,1,1,1,0,1
57809,"Energy insecurity[i.e., indequate energy sources and inability to pay electricity/energy bills going forward]",57809,Ashanti,603,63.799999,0,0,0,1,24,1,1,1,1,12,10,0,0,350,1,1,2.4849067,0,1,1,4,1,3,3,2,,,,0,1,1,70,1,9,1,1,2,0,0
57912,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",57912,Ashanti,604,7.1999998,0,0,0,1,27,1,1,1,1,25,35,0,0,305,2,1,3.2580965,0,1,1,4,3,2,3,2,,,,0,1,1,52,1,7,1,0,2,0,1
58402,,58402,Ashanti,606,29,0,0,0,1,25,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,1,,0,0,,,2
58404,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",58404,Ashanti,606,29,0,0,0,1,28,1,0,0,0,20,5,0,0,140,1,1,2.6390574,0,0,1,4,1,3,3,2,,,,0,1,1,51,1,9,1,1,1,0,0
58501,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",58501,Ashanti,606,29,0,0,1,0,19,1,1,0,0,15,2,0,0,260,1,1,3.0910425,0,0,1,4,2,3,2,2,,,,1,1,0,47,0,5,1,1,1,1,1
58511,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",58511,Ashanti,606,.80000001,0,0,0,1,23,0,0,0,0,95,35,0,0,270,1,1,2.3025851,0,0,1,4,1,5,5,4,,,,0,1,1,40,1,6,0,0,5,0,0
58512,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",58512,Ashanti,606,11.7,0,0,0,1,23,0,0,0,0,28,14,3,4,0,1,1,3.0445225,0,0,1,4,1,3,4,1,,,,0,1,1,33,1,6,0,0,1,0,1
58801,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",58801,Ashanti,608,40.200001,0,0,0,1,22,1,1,1,1,25,10,0,0,335,2,1,2.8332133,0,1,1,4,2,3,3,3,,,,0,1,1,51,1,10,1,1,2,0,2
58803,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",58803,Ashanti,608,29,0,0,0,1,26,1,1,0,0,10,12,0,0,140,1,1,2.4849067,0,0,1,4,1,3,3,2,,,,0,1,1,45,1,7,1,1,1,0,0
59006,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",59006,Ashanti,609,11.7,0,0,1,1,16,1,1,1,0,10,4,0,0,80,1,1,3.1354942,0,0,1,4,2,3,1,1,,,,1,1,0,35,1,6,1,1,1,1,1
59314,"Energy insecurity[i.e., indequate energy sources and inability to pay electricity/energy bills going forward]",59314,Ashanti,611,19.6,0,0,0,1,32,1,1,1,1,5,4,0,0,275,1,1,3.0445225,0,1,1,2,2,3,3,2,,,,0,1,1,48,1,5,1,1,1,0,0
59514,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",59514,Ashanti,611,53.299999,0,0,0,1,25,1,1,1,1,17,20,0,0,330,1,1,2.3025851,0,1,1,4,3,3,3,3,,,,0,1,1,64,1,5,1,1,2,0,2
59615,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",59615,Ashanti,612,66.800003,0,0,0,1,22,1,1,1,1,0,0,0,0,114,1,1,2.9444389,0,0,1,4,1,3,3,2,,,,1,1,0,40,0,7,1,1,1,1,2
59810,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",59810,Ashanti,613,19.6,0,0,0,1,25,1,0,0,0,30,10,0,0,200,1,1,3.0445225,0,0,1,4,1,2,1,1,,,,0,1,0,36,1,8,1,1,1,0,1
60007,Other specify,60007,Ashanti,615,11.7,0,0,1,0,22,1,1,1,0,5,2,0,0,145,1,1,2.7080503,0,0,1,4,1,3,3,3,,,,1,1,1,35,1,7,1,1,1,1,2
60301,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",60301,Ashanti,616,40.200001,0,0,0,0,24,1,1,1,1,5,15,3,15,440,1,1,2.6390574,0,1,1,4,1,3,1,1,,,,0,1,1,29,1,4,1,1,1,0,1
60307,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",60307,Ashanti,616,7.1999998,0,0,0,1,,1,1,1,1,20,10,0,0,550,1,1,2.9957323,0,1,1,4,1,3,3,3,,,,0,1,1,42,1,6,1,1,1,0,0
60704,"Food insecurity[i.e., lack of consistent access to enough food going forward]",60704,Ashanti,618,40.200001,0,0,0,1,20,1,1,0,0,7,5,0,0,100,1,1,2.9444389,0,0,1,4,1,3,2,2,,,,0,1,1,61,1,8,0,1,1,0,0
60714,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",60714,Ashanti,618,40.200001,0,0,0,1,25,1,0,0,0,15,20,0,0,750,1,1,2.5649493,0,0,1,4,1,4,4,2,,,,0,0,1,37,1,10,1,1,1,0,2
61104,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",61104,Ashanti,621,40.200001,0,0,1,0,18,1,1,1,1,8,5,0,0,490,2,1,3.2188759,0,1,1,4,2,3,3,2,,,,1,0,1,45,1,7,1,1,1,1,0
61202,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",61202,Ashanti,622,19.6,0,0,0,1,24,1,0,0,0,30,11,5,30,250,1,1,2.5649493,0,0,1,3,1,4,2,1,,,,0,0,1,46,0,12,1,1,1,0,0
61306,Other specify,61306,Ashanti,623,7.1999998,0,1,0,1,20,1,0,0,0,8,10,0,0,150,1,1,2.9444389,0,0,1,4,2,3,4,2,,,,0,1,1,53,1,3,1,1,1,0,0
61307,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",61307,Ashanti,623,63.799999,1,1,0,1,24,1,0,0,0,10,10,0,0,340,1,1,3.1354942,0,0,1,4,2,3,1,1,,,,0,1,1,45,1,6,1,1,1,0,1
61607,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",61607,Ashanti,627,53.299999,0,1,0,1,,1,1,1,1,4,4,0,0,187,1,1,2.7725887,0,0,1,4,1,3,4,3,,,,0,0,1,64,1,15,1,1,1,0,2
62004,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",62004,Brong Ahafo,701,7.1999998,0,0,0,1,22,1,1,1,1,2,2,1,2,0,1,1,3.4965076,1,1,1,1,5,3,2,2,,,,0,1,1,38,1,3,1,1,1,0,0
62101,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",62101,Brong Ahafo,702,11.7,0,0,0,1,24,1,1,1,1,10,10,0,0,260,1,1,2.8903718,0,0,1,4,2,4,4,4,,,,0,0,1,39,1,4,1,1,2,0,1
62112,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",62112,Brong Ahafo,702,40.200001,0,0,0,1,26,1,1,1,1,0,2,0,0,55,1,1,3.1780539,0,0,1,4,3,4,3,1,,,,0,0,1,48,0,9,1,1,1,1,1
62114,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",62114,Brong Ahafo,702,11.7,0,0,0,1,,1,1,1,1,15,50,2,10,300,1,1,2.7725887,0,0,1,4,1,4,2,2,,,,1,1,1,58,1,7,0,0,2,1,0
62202,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",62202,Brong Ahafo,702,19.6,0,0,0,1,25,1,1,1,1,6,15,2,10,1470,1,1,2.5649493,0,0,1,3,2,4,2,1,,,,0,0,1,35,1,4,0,1,1,0,2
62206,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",62206,Brong Ahafo,702,1.1,0,0,0,1,24,1,0,0,0,7,5,0,0,350,1,1,2.6390574,0,0,1,4,1,4,3,2,,,,0,1,1,53,1,11,1,1,1,0,0
62209,"Food insecurity[i.e., lack of consistent access to enough food going forward]",62209,Brong Ahafo,702,7.1999998,0,0,0,1,18,1,1,1,1,5,2,1,2,0,1,1,3.4965076,1,1,1,3,3,4,1,1,,,,0,1,1,28,1,3,1,1,1,0,1
62312,"Food insecurity[i.e., lack of consistent access to enough food going forward]",62312,Brong Ahafo,703,4.3000002,0,0,0,1,26,1,1,1,1,7,10,0,0,400,1,1,3.2188759,0,0,1,4,2,4,2,2,,,,0,1,1,37,1,6,0,0,2,0,2
62401,"Safety[i.e., being attacked by others(e.g. criminals, thieves, robbers, etc) due to COVID19 hardship]",62401,Brong Ahafo,704,63.799999,0,0,0,1,27,1,1,1,1,8,20,5,25,370,1,1,2.5649493,0,1,1,3,2,3,1,1,,,,0,1,1,,1,5,1,0,2,0,0
62404,"Energy insecurity[i.e., indequate energy sources and inability to pay electricity/energy bills going forward]",62404,Brong Ahafo,704,66.800003,0,1,0,1,20,1,0,1,1,21,5,0,0,445,1,1,2.3978953,0,1,1,4,1,1,2,2,,,,0,0,1,45,1,10,1,1,1,0,2
62409,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",62409,Brong Ahafo,704,19.6,0,0,0,1,27,0,0,1,0,20,8,0,0,80,1,1,2.9444389,0,0,1,4,1,5,3,1,,,,0,0,1,44,1,7,1,1,1,0,1
62413,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",62413,Brong Ahafo,704,53.299999,0,0,0,1,20,1,1,1,1,8,20,2,63,630,1,1,2.3025851,0,1,1,4,1,3,1,1,,,,0,1,1,45,1,7,1,1,1,0,1
62506,Other specify,62506,Brong Ahafo,704,53.299999,0,0,0,1,25,1,1,1,0,2,2,0,0,400,1,1,2.3978953,0,0,1,4,1,4,3,3,,,,0,1,1,63,1,8,0,0,1,0,0
62508,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",62508,Brong Ahafo,704,4.3000002,0,0,0,1,30,0,0,0,1,20,15,0,0,290,1,1,2.8903718,0,0,1,4,1,5,1,1,,,,0,1,1,51,1,6,0,0,2,1,1
62510,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",62510,Brong Ahafo,704,29,0,0,0,1,30,0,1,0,1,6,10,2,20,300,1,1,3.0445225,0,1,1,4,1,3,2,2,,,,1,1,1,43,1,4,1,1,1,1,2
62602,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",62602,Brong Ahafo,705,40.200001,0,0,1,0,19,0,0,1,0,4,2,0,0,100,1,1,2.8332133,0,0,1,4,2,5,1,1,,,,1,1,1,33,1,4,1,1,1,1,1
62609,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",62609,Brong Ahafo,705,19.6,0,0,0,1,28,0,0,1,1,20,10,0,0,200,1,1,2.9957323,0,0,1,4,1,5,3,1,,,,0,0,1,25,0,4,1,1,1,0,0
62611,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",62611,Brong Ahafo,705,53.299999,0,0,1,0,20,1,0,1,1,14,20,2,20,370,1,1,2.8332133,0,1,1,4,1,3,2,2,,,,0,1,1,55,1,5,1,1,1,1,2
62706,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",62706,Brong Ahafo,706,40.200001,0,0,0,1,21,0,1,1,0,21,3,0,0,439,1,1,2.8903718,0,0,1,4,2,2,1,1,,,,0,1,1,70,1,12,0,0,1,0,1
62715,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",62715,Brong Ahafo,706,40.200001,0,0,0,1,32,1,1,1,1,15,58,6,60,700,1,1,2.7725887,0,1,1,4,1,3,3,2,,,,0,1,1,68,1,4,1,1,2,0,0
63001,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",63001,Brong Ahafo,707,1.1,0,0,1,0,18,0,0,0,0,5,5,0,0,205,1,1,2.8332133,0,0,1,3,1,4,3,3,,,,1,1,1,64,1,2,0,0,1,0,2
63005,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",63005,Brong Ahafo,707,53.299999,0,0,0,1,21,1,1,1,1,5,2,0,0,0,1,1,3.2188759,0,1,1,4,2,3,3,1,,,,0,1,1,43,1,4,1,1,2,1,0
63012,"Safety[i.e., being attacked by others(e.g. criminals, thieves, robbers, etc) due to COVID19 hardship]",63012,Brong Ahafo,707,4.3000002,0,0,0,1,,1,1,0,1,15,10,10,12,240,1,1,2.6390574,0,0,1,2,1,2,1,1,,,,0,1,1,49,1,4,0,0,3,0,1
63014,"Food insecurity[i.e., lack of consistent access to enough food going forward]",63014,Brong Ahafo,707,29,0,0,0,1,,1,0,1,1,13,30,0,0,321,1,1,2.9444389,0,1,1,4,2,1,1,1,,,,0,1,1,56,1,8,1,1,3,0,0
63101,"Safety[i.e., being attacked by others(e.g. criminals, thieves, robbers, etc) due to COVID19 hardship]",63101,Brong Ahafo,708,19.6,0,1,0,1,25,1,1,1,1,10,20,5,25,570,1,1,2.4849067,0,0,1,2,1,3,1,1,,,,0,0,1,38,1,6,0,0,1,0,0
63104,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",63104,Brong Ahafo,708,19.6,0,0,0,1,29,1,1,1,1,20,50,3,30,160,1,1,2.8332133,0,1,1,4,2,3,2,2,,,,0,1,1,38,1,5,1,1,1,0,2
63111,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",63111,Brong Ahafo,708,40.200001,0,0,0,1,25,1,1,1,1,6,60,1,10,200,2,1,2.8903718,0,0,1,3,1,2,2,2,,,,0,1,1,54,1,8,1,1,1,0,0
63113,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",63113,Brong Ahafo,708,40.200001,0,0,0,1,30,1,1,1,1,60,20,3,10,1230,2,2,3.2580965,0,1,1,2,3,2,2,2,,,,0,1,1,41,1,6,1,0,4,0,2
63401,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",63401,Brong Ahafo,708,11.7,1,0,0,1,36,1,1,1,1,10,30,5,50,750,1,1,2.4849067,0,1,1,4,2,4,2,1,,,,0,1,1,44,1,7,0,0,1,0,2
63406,"Food insecurity[i.e., lack of consistent access to enough food going forward]",63406,Brong Ahafo,708,53.299999,0,0,1,0,23,1,1,1,1,5,2,0,0,420,1,1,3.1354942,0,1,1,4,1,3,3,2,,,,1,0,1,59,1,10,1,1,2,1,2
63412,"Food insecurity[i.e., lack of consistent access to enough food going forward]",63412,Brong Ahafo,708,53.299999,0,0,0,1,23,0,0,1,1,28,10,0,0,55,1,1,3.1780539,0,0,1,4,1,5,5,1,,,,0,0,1,42,1,7,0,1,1,0,1
63512,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",63512,Brong Ahafo,709,29,0,0,1,0,19,1,1,1,0,4,5,0,0,320,1,1,2.5649493,0,1,1,4,1,2,1,1,,,,1,1,1,38,1,5,0,1,1,1,0
63703,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",63703,Brong Ahafo,709,29,0,0,0,1,19,1,1,1,1,2,2,0,0,100,1,1,2.8332133,0,1,1,3,2,3,2,1,,,,0,0,1,29,1,4,1,1,1,0,0
63704,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",63704,Brong Ahafo,709,66.800003,0,0,0,1,29,1,1,1,1,3,5,2,4,560,1,2,2.8903718,0,0,1,4,1,3,3,3,,,,0,1,1,58,1,5,0,0,4,0,2
63711,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",63711,Brong Ahafo,709,19.6,0,0,1,0,19,1,1,1,0,4,10,0,0,230,1,1,2.6390574,0,0,1,3,2,3,1,1,,,,1,0,1,,1,5,1,1,1,1,1
64003,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",64003,Brong Ahafo,710,53.299999,0,0,1,0,24,1,1,1,0,4,10,0,0,390,1,1,2.7725887,0,1,1,3,1,3,2,1,,,,1,1,1,42,1,5,1,1,1,1,2
64004,,64004,Brong Ahafo,710,29,1,0,1,0,32,,,,,,,,,,,,,,,1,3,,,,,,,,1,0,1,39,1,5,1,1,1,0,2
64013,"Food insecurity[i.e., lack of consistent access to enough food going forward]",64013,Brong Ahafo,710,40.200001,0,0,0,1,25,1,1,1,1,2,3,0,0,1260,1,1,3.1354942,0,0,1,4,3,2,1,1,,,,1,1,1,38,1,4,1,1,1,1,1
64102,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",64102,Brong Ahafo,711,19.6,0,0,0,1,16,1,1,1,0,5,15,0,0,350,1,1,2.7725887,0,0,1,2,1,3,1,1,,,,0,0,1,,1,5,1,1,1,0,0
64209,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",64209,Brong Ahafo,712,53.299999,0,0,1,0,20,1,1,1,0,8,20,0,0,225,1,1,2.9444389,0,0,1,4,2,2,2,2,,,,1,1,1,44,1,4,1,1,1,0,2
64215,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",64215,Brong Ahafo,712,7.1999998,0,0,0,1,27,1,1,0,0,10,15,1,5,300,2,3,2.8903718,0,0,1,4,1,5,5,4,,,,0,1,1,44,1,8,1,0,4,0,2
64308,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",64308,Brong Ahafo,712,53.299999,0,0,0,1,,1,1,1,0,7,10,0,0,240,1,1,2.7725887,0,0,1,3,2,2,1,1,,,,0,0,1,65,1,13,1,1,1,0,0
64402,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",64402,Brong Ahafo,713,11.7,1,0,0,0,21,1,0,0,0,99,25,3,9,1020,1,2,2.7080503,0,0,1,4,1,3,4,4,,,,0,1,1,41,1,8,1,1,4,0,0
64403,"Safety[i.e., being attacked by others(e.g. criminals, thieves, robbers, etc) due to COVID19 hardship]",64403,Brong Ahafo,713,19.6,0,0,0,1,24,1,1,1,1,6,20,5,30,450,1,1,2.7725887,0,0,1,2,1,3,1,1,,,,1,1,1,58,1,4,0,0,1,1,1
64501,"Food insecurity[i.e., lack of consistent access to enough food going forward]",64501,Brong Ahafo,714,4.3000002,0,0,0,1,22,1,0,1,0,5,10,0,0,611,1,1,3.0910425,0,1,1,4,4,1,1,1,,,,0,0,1,62,0,7,1,1,3,0,1
64505,"Food insecurity[i.e., lack of consistent access to enough food going forward]",64505,Brong Ahafo,714,4.3000002,0,0,0,1,24,0,1,1,0,35,14,0,0,187,1,1,3.0445225,0,1,1,4,2,3,1,1,,,,0,1,1,42,1,1,0,0,1,1,0
64510,Other specify,64510,Brong Ahafo,714,2.2,0,0,0,1,25,0,0,0,0,20,20,2,10,75,1,1,2.3025851,0,0,1,3,1,1,1,1,,,,0,1,1,48,1,4,1,1,2,0,0
64515,,64515,Brong Ahafo,714,7.1999998,0,0,0,1,24,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,1,,0,0,,,1
64607,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",64607,Brong Ahafo,714,53.299999,0,0,0,1,36,1,1,1,0,3,10,0,0,410,1,1,2.8332133,0,0,1,2,1,4,2,1,,,,0,0,1,47,1,7,1,1,1,0,2
64613,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",64613,Brong Ahafo,714,19.6,1,0,0,1,37,0,0,0,1,40,20,2,15,170,1,1,2.8903718,0,0,1,4,1,5,3,1,,,,0,0,1,62,1,8,1,1,1,0,2
